"","legper","party_name","originalname","fullname","nickname","surname","shared","lengthofname","match","alternativematch"
"1274",6,"Cumann na nGaedhael","Mr. Mark Henry","Mark Henry",NA,"Henry",0,2,"Deputy Henry","Deputy Mark Henry"
"1275",6,"The Labour Party","Mr. Patrick Clancy","Patrick Clancy",NA,"Clancy",0,2,"Deputy Clancy","Deputy Patrick Clancy"
"1276",6,"Cumann na nGaedhael","Mr. Martin McDonogh","Martin McDonogh",NA,"McDonogh",0,2,"Deputy McDonogh","Deputy Martin McDonogh"
"1277",6,"Cumann na nGaedhael","Mr. Patrick Leonard","Patrick Leonard",NA,"Leonard",0,2,"Deputy Leonard","Deputy Patrick Leonard"
"1278",6,"Fianna Fáil","Mr. Patrick Houlihan","Patrick Houlihan",NA,"Houlihan",0,2,"Deputy Houlihan","Deputy Patrick Houlihan"
"1279",6,"National League","Mr. Vincent Rice","Vincent Rice",NA,"Rice",0,2,"Deputy Rice","Deputy Vincent Rice"
"1280",6,"Cumann na nGaedhael","Mr. Dermot (Gun) O'Mahony","Dermot O'Mahony","Gun","O'Mahony",0,2,"Deputy O'Mahony","Deputy Dermot O'Mahony"
"1281",6,"Cumann na nGaedhael","Mr. John Hennigan","John Hennigan",NA,"Hennigan",0,2,"Deputy Hennigan","Deputy John Hennigan"
"1282",6,"Cumann na nGaedhael","Mr. Eugene Doherty","Eugene Doherty",NA,"Doherty",0,2,"Deputy Doherty","Deputy Eugene Doherty"
"1283",6,"Sinn Féin","Mr. Donal Buckley","Donal Buckley",NA,"Buckley",0,2,"Deputy Buckley","Deputy Donal Buckley"
"1284",6,"Fianna Fáil","Mr. James Geoghegan","James Geoghegan",NA,"Geoghegan",0,2,"Deputy Geoghegan","Deputy James Geoghegan"
"1285",6,"Fianna Fáil","Mr. Thomas Harris","Thomas Harris",NA,"Harris",0,2,"Deputy Harris","Deputy Thomas Harris"
"1286",6,"Farmers Party","Mr. Richard Wilson","Richard Wilson",NA,"Wilson",0,2,"Deputy Wilson","Deputy Richard Wilson"
"1287",7,"Fianna Fáil","Mr. Gerald Boland","Gerald Boland",NA,"Boland",0,2,"Deputy Boland","Deputy Gerald Boland"
"1288",7,"Sinn Féin","Mr. Ernest Blythe","Ernest Blythe",NA,"Blythe",0,2,"Deputy Blythe","Deputy Ernest Blythe"
"1289",7,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",0,2,"Deputy Morrissey","Deputy Daniel Morrissey"
"1290",7,"Sinn Féin","Mr. Michael Kilroy","Michael Kilroy",NA,"Kilroy",0,2,"Deputy Kilroy","Deputy Michael Kilroy"
"1291",7,"Fianna Fáil","Mr. Oscar Traynor","Oscar Traynor",NA,"Traynor",0,2,"Deputy Traynor","Deputy Oscar Traynor"
"1292",7,"Independent","Mr. Frank McDermott","Frank McDermott",NA,"McDermott",0,2,"Deputy McDermott","Deputy Frank McDermott"
"1293",7,"The Labour Party","Mr. William Norton","William Norton",NA,"Norton",0,2,"Deputy Norton","Deputy William Norton"
"1294",7,"The Labour Party","Mr. William Davin","William Davin",NA,"Davin",0,2,"Deputy Davin","Deputy William Davin"
"1295",7,"The Labour Party","Mr. Richard Corish","Richard Corish",NA,"Corish",0,2,"Deputy Corish","Deputy Richard Corish"
"1296",7,"Fianna Fáil","Mr. Edward Moane","Edward Moane",NA,"Moane",0,2,"Deputy Moane","Deputy Edward Moane"
"1297",7,"Fianna Fáil","Mr. Neal Blaney","Neal Blaney",NA,"Blaney",0,2,"Deputy Blaney","Deputy Neal Blaney"
"1298",7,"Fianna Fáil","Mr. Andrew Fogarty","Andrew Fogarty",NA,"Fogarty",0,2,"Deputy Fogarty","Deputy Andrew Fogarty"
"1299",7,"Fianna Fáil","Mr. Micheál Clery","Micheál Clery",NA,"Clery",0,2,"Deputy Clery","Deputy Micheál Clery"
"1300",7,"Sinn Féin","Mr. Seán MacEntee","Seán MacEntee",NA,"MacEntee",0,2,"Deputy MacEntee","Deputy Seán MacEntee"
"1301",7,"Cumann na nGaedhael","Mr. Eugene Doherty","Eugene Doherty",NA,"Doherty",0,2,"Deputy Doherty","Deputy Eugene Doherty"
"1302",7,"Fianna Fáil","Mr. James Geoghegan","James Geoghegan",NA,"Geoghegan",0,2,"Deputy Geoghegan","Deputy James Geoghegan"
"1303",7,"Sinn Féin","Mr. Frank Fahy","Frank Fahy",NA,"Fahy",0,2,"Deputy Fahy","Deputy Frank Fahy"
"1304",7,"Fianna Fáil","Mr. Stephen Jordan","Stephen Jordan",NA,"Jordan",0,2,"Deputy Jordan","Deputy Stephen Jordan"
"1305",7,"Sinn Féin","General Richard Mulcahy","Richard Mulcahy",NA,"Mulcahy",0,2,"Deputy Mulcahy","Deputy Richard Mulcahy"
"1306",7,"Fianna Fáil","Mr. Eamonn Cooney","Eamonn Cooney",NA,"Cooney",0,2,"Deputy Cooney","Deputy Eamonn Cooney"
"1307",7,"Sinn Féin","Professor Michael Hayes","Michael Hayes",NA,"Hayes",0,2,"Deputy Hayes","Deputy Michael Hayes"
"1308",7,"Fianna Fáil","Mr. Thomas Derrig","Thomas Derrig",NA,"Derrig",0,2,"Deputy Derrig","Deputy Thomas Derrig"
"1309",7,"Fine Gael","Mr. Daniel McMenamin","Daniel McMenamin",NA,"McMenamin",0,2,"Deputy McMenamin","Deputy Daniel McMenamin"
"1310",7,"Fine Gael","Mr. Patrick McGilligan","Patrick McGilligan",NA,"McGilligan",0,2,"Deputy McGilligan","Deputy Patrick McGilligan"
"1311",7,"Fianna Fáil","Mr. Frank Aiken","Frank Aiken",NA,"Aiken",0,2,"Deputy Aiken","Deputy Frank Aiken"
"1312",7,"Fianna Fáil","Mr. Seán O'Grady","Seán O'Grady",NA,"O'Grady",0,2,"Deputy O'Grady","Deputy Seán O'Grady"
"1313",7,"Fianna Fáil","Mr. Robert Briscoe","Robert Briscoe",NA,"Briscoe",0,2,"Deputy Briscoe","Deputy Robert Briscoe"
"1314",7,"Cumann na nGaedhael","Ms. Margaret Collins-O'Driscoll","Margaret Collins-O'Driscoll",NA,"Collins-O'Driscoll",0,2,"Deputy Collins-O'Driscoll","Deputy Margaret Collins-O'Driscoll"
"1315",7,"Fine Gael","Mr. Eamonn O'Neill","Eamonn O'Neill",NA,"O'Neill",0,2,"Deputy O'Neill","Deputy Eamonn O'Neill"
"1316",7,"Businessmen's Party","Mr. John Good","John Good",NA,"Good",0,2,"Deputy Good","Deputy John Good"
"1317",7,"Cumann na nGaedhael","Mr. Patrick O'Hara","Patrick O'Hara",NA,"O'Hara",0,2,"Deputy O'Hara","Deputy Patrick O'Hara"
"1318",7,"Sinn Féin","Mr. Desmond FitzGerald","Desmond FitzGerald",NA,"FitzGerald",0,2,"Deputy FitzGerald","Deputy Desmond FitzGerald"
"1319",7,"Fine Gael","Mr. James Fitzgerald-Kenney","James Fitzgerald-Kenney",NA,"Fitzgerald-Kenney",0,2,"Deputy Fitzgerald-Kenney","Deputy James Fitzgerald-Kenney"
"1320",7,"Fine Gael","Mr. Martin Roddy","Martin Roddy",NA,"Roddy",0,2,"Deputy Roddy","Deputy Martin Roddy"
"1321",7,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",0,2,"Deputy Walsh","Deputy Richard Walsh"
"1322",7,"Fianna Fáil","Mr. Denis Allen","Denis Allen",NA,"Allen",0,2,"Deputy Allen","Deputy Denis Allen"
"1323",7,"Fianna Fáil","Mr. Frank Carney","Frank Carney",NA,"Carney",0,2,"Deputy Carney","Deputy Frank Carney"
"1324",7,"Fianna Fáil","Mr. Gerald Bartley","Gerald Bartley",NA,"Bartley",0,2,"Deputy Bartley","Deputy Gerald Bartley"
"1325",7,"Fine Gael","Mr. Brook Brasier","Brook Brasier",NA,"Brasier",0,2,"Deputy Brasier","Deputy Brook Brasier"
"1326",7,"Cumann na nGaedhael","Mr. Bartholomew O'Connor","Bartholomew O'Connor",NA,"O'Connor",0,2,"Deputy O'Connor","Deputy Bartholomew O'Connor"
"1327",7,"Cumann na nGaedhael","Mr. Thomas Hennessy","Thomas Hennessy",NA,"Hennessy",0,2,"Deputy Hennessy","Deputy Thomas Hennessy"
"1328",7,"Fianna Fáil","Mr. Séamus Moore","Séamus Moore",NA,"Moore",0,2,"Deputy Moore","Deputy Séamus Moore"
"1329",7,"Fianna Fáil","Mr. Patrick Smith","Patrick Smith",NA,"Smith",0,2,"Deputy Smith","Deputy Patrick Smith"
"1330",7,"Farmers Party","Mr. Daniel Vaughan","Daniel Vaughan",NA,"Vaughan",0,2,"Deputy Vaughan","Deputy Daniel Vaughan"
"1331",7,"Fianna Fáil","Mr. Patrick Beegan","Patrick Beegan",NA,"Beegan",0,2,"Deputy Beegan","Deputy Patrick Beegan"
"1332",7,"Fianna Fáil","Mr. Timothy (Tipperary) Sheehy","Timothy Sheehy",NA,"Sheehy",0,2,"Deputy Sheehy","Deputy Timothy Sheehy"
"1333",7,"Fianna Fáil","Mr. Daniel O'Rourke","Daniel O'Rourke",NA,"O'Rourke",0,2,"Deputy O'Rourke","Deputy Daniel O'Rourke"
"1334",7,"Cumann na nGaedhael","Mr. Michael Davis","Michael Davis",NA,"Davis",0,2,"Deputy Davis","Deputy Michael Davis"
"1335",7,"Fine Gael","Mr. Martin Nally","Martin Nally",NA,"Nally",0,2,"Deputy Nally","Deputy Martin Nally"
"1336",7,"Cumann na nGaedhael","Mr. William Desmond","William Desmond",NA,"Desmond",0,2,"Deputy Desmond","Deputy William Desmond"
"1337",7,"Fianna Fáil","Mr. Daniel Breen","Daniel Breen",NA,"Breen",0,2,"Deputy Breen","Deputy Daniel Breen"
"1338",7,"Fine Gael","Mr. James Coburn","James Coburn",NA,"Coburn",0,2,"Deputy Coburn","Deputy James Coburn"
"1339",7,"Cumann na nGaedhael","Mr. Dermot (Gun) O'Mahony","Dermot O'Mahony","Gun","O'Mahony",0,2,"Deputy O'Mahony","Deputy Dermot O'Mahony"
"1340",7,"Independent","Mr. Myles Keogh","Myles Keogh",NA,"Keogh",0,2,"Deputy Keogh","Deputy Myles Keogh"
"1341",7,"The Labour Party","Mr. James Everett","James Everett",NA,"Everett",0,2,"Deputy Everett","Deputy James Everett"
"1342",7,"Fine Gael","Mr. John Keating","John Keating",NA,"Keating",0,2,"Deputy Keating","Deputy John Keating"
"1343",7,"Sinn Féin","Mr. Fionán Lynch","Fionán Lynch",NA,"Lynch",0,2,"Deputy Lynch","Deputy Fionán Lynch"
"1344",7,"Fine Gael","Mr. James Reidy","James Reidy",NA,"Reidy",0,2,"Deputy Reidy","Deputy James Reidy"
"1345",7,"Cumann na nGaedhael","Mr. Daniel O'Leary","Daniel O'Leary",NA,"O'Leary",0,2,"Deputy O'Leary","Deputy Daniel O'Leary"
"1346",7,"Fianna Fáil","Mr. Seán Goulding","Seán Goulding",NA,"Goulding",0,2,"Deputy Goulding","Deputy Seán Goulding"
"1347",7,"Farmers Party","Mr. John White","John White",NA,"White",0,2,"Deputy White","Deputy John White"
"1348",7,"Cumann na nGaedhael","Mr. John Kiersey","John Kiersey",NA,"Kiersey",0,2,"Deputy Kiersey","Deputy John Kiersey"
"1349",7,"Fianna Fáil","Mr. Eamon Kissane","Eamon Kissane",NA,"Kissane",0,2,"Deputy Kissane","Deputy Eamon Kissane"
"1350",7,"Independent","Sir James Craig","James Craig",NA,"Craig",0,2,"Deputy Craig","Deputy James Craig"
"1351",7,"Fianna Fáil","Mr. Thomas Dowdall","Thomas Dowdall",NA,"Dowdall",0,2,"Deputy Dowdall","Deputy Thomas Dowdall"
"1352",7,"Fianna Fáil","Mr. Francis Humphreys","Francis Humphreys",NA,"Humphreys",0,2,"Deputy Humphreys","Deputy Francis Humphreys"
"1353",7,"Cumann na nGaedhael","Mr. Martin Conlon","Martin Conlon",NA,"Conlon",0,2,"Deputy Conlon","Deputy Martin Conlon"
"1354",7,"Republican","Mr. James Colbert","James Colbert",NA,"Colbert",0,2,"Deputy Colbert","Deputy James Colbert"
"1355",7,"Fianna Fáil","Mr. Michael Sheridan","Michael Sheridan",NA,"Sheridan",0,2,"Deputy Sheridan","Deputy Michael Sheridan"
"1356",7,"Fine Gael","Mr. Patrick Burke","Patrick Burke",NA,"Burke",0,2,"Deputy Burke","Deputy Patrick Burke"
"1357",7,"Fianna Fáil","Mr. Cormac Breathnach","Cormac Breathnach",NA,"Breathnach",0,2,"Deputy Breathnach","Deputy Cormac Breathnach"
"1358",7,"Fianna Fáil","Mr. Seán Moylan","Seán Moylan",NA,"Moylan",0,2,"Deputy Moylan","Deputy Seán Moylan"
"1359",7,"Sinn Féin","Mr. Edmund Duggan","Edmund Duggan",NA,"Duggan",0,2,"Deputy Duggan","Deputy Edmund Duggan"
"1360",7,"Fianna Fáil","Mr. Thomas Harris","Thomas Harris",NA,"Harris",0,2,"Deputy Harris","Deputy Thomas Harris"
"1361",8,"The Labour Party","Mr. William Norton","William Norton",NA,"Norton",0,2,"Deputy Norton","Deputy William Norton"
"1362",8,"Sinn Féin","Mr. Frank Fahy","Frank Fahy",NA,"Fahy",0,2,"Deputy Fahy","Deputy Frank Fahy"
"1363",8,"Fianna Fáil","Mr. Micheál Clery","Micheál Clery",NA,"Clery",0,2,"Deputy Clery","Deputy Micheál Clery"
"1364",8,"Independent","Mr. Frank McDermott","Frank McDermott",NA,"McDermott",0,2,"Deputy McDermott","Deputy Frank McDermott"
"1365",8,"Fianna Fáil","Mr. Eamon Donnelly","Eamon Donnelly",NA,"Donnelly",0,2,"Deputy Donnelly","Deputy Eamon Donnelly"
"1366",8,"Fine Gael","Mr. James Coburn","James Coburn",NA,"Coburn",0,2,"Deputy Coburn","Deputy James Coburn"
"1367",8,"Sinn Féin","General Richard Mulcahy","Richard Mulcahy",NA,"Mulcahy",0,2,"Deputy Mulcahy","Deputy Richard Mulcahy"
"1368",8,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",0,2,"Deputy Morrissey","Deputy Daniel Morrissey"
"1369",8,"Fine Gael","Mr. James Fitzgerald-Kenney","James Fitzgerald-Kenney",NA,"Fitzgerald-Kenney",0,2,"Deputy Fitzgerald-Kenney","Deputy James Fitzgerald-Kenney"
"1370",8,"Cumann na nGaedhael","Mr. Daniel O'Leary","Daniel O'Leary",NA,"O'Leary",0,2,"Deputy O'Leary","Deputy Daniel O'Leary"
"1371",8,"Fine Gael","Mr. Patrick McGovern (Gregory)","Patrick McGovern ","Gregory","McGovern",0,2,"Deputy McGovern","Deputy Patrick McGovern "
"1372",8,"Fine Gael","Mr. Patrick Belton","Patrick Belton",NA,"Belton",0,2,"Deputy Belton","Deputy Patrick Belton"
"1373",8,"The Labour Party","Mr. Richard Corish","Richard Corish",NA,"Corish",0,2,"Deputy Corish","Deputy Richard Corish"
"1374",8,"Fine Gael","Mr. Martin Roddy","Martin Roddy",NA,"Roddy",0,2,"Deputy Roddy","Deputy Martin Roddy"
"1375",8,"The Labour Party","Mr. William Davin","William Davin",NA,"Davin",0,2,"Deputy Davin","Deputy William Davin"
"1376",8,"Fine Gael","Mr. Eamonn O'Neill","Eamonn O'Neill",NA,"O'Neill",0,2,"Deputy O'Neill","Deputy Eamonn O'Neill"
"1377",8,"Sinn Féin","Mr. Seán MacEntee","Seán MacEntee",NA,"MacEntee",0,2,"Deputy MacEntee","Deputy Seán MacEntee"
"1378",8,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",0,2,"Deputy Byrne","Deputy Alfred Byrne"
"1379",8,"Fianna Fáil","Mr. Frank Aiken","Frank Aiken",NA,"Aiken",0,2,"Deputy Aiken","Deputy Frank Aiken"
"1380",8,"Fine Gael","Mr. Patrick McGilligan","Patrick McGilligan",NA,"McGilligan",0,2,"Deputy McGilligan","Deputy Patrick McGilligan"
"1381",8,"Fianna Fáil","Mr. Seán O'Grady","Seán O'Grady",NA,"O'Grady",0,2,"Deputy O'Grady","Deputy Seán O'Grady"
"1382",8,"Fine Gael","Mr. Daniel McMenamin","Daniel McMenamin",NA,"McMenamin",0,2,"Deputy McMenamin","Deputy Daniel McMenamin"
"1383",8,"Businessmen's Party","Mr. John Good","John Good",NA,"Good",0,2,"Deputy Good","Deputy John Good"
"1384",8,"The Labour Party","Mr. James Everett","James Everett",NA,"Everett",0,2,"Deputy Everett","Deputy James Everett"
"1385",8,"Fine Gael","Mr. Richard Curran","Richard Curran",NA,"Curran",0,2,"Deputy Curran","Deputy Richard Curran"
"1386",8,"Cumann na nGaedhael","Mr. Michael Davis","Michael Davis",NA,"Davis",0,2,"Deputy Davis","Deputy Michael Davis"
"1387",8,"Fianna Fáil","Mr. Seán Goulding","Seán Goulding",NA,"Goulding",0,2,"Deputy Goulding","Deputy Seán Goulding"
"1388",8,"Farmers Party","Mr. Nicholas Wall","Nicholas Wall",NA,"Wall",0,2,"Deputy Wall","Deputy Nicholas Wall"
"1389",8,"Fianna Fáil","Mr. Stephen Jordan","Stephen Jordan",NA,"Jordan",0,2,"Deputy Jordan","Deputy Stephen Jordan"
"1390",8,"Fianna Fáil","Mr. Edward Moane","Edward Moane",NA,"Moane",0,2,"Deputy Moane","Deputy Edward Moane"
"1391",8,"Fianna Fáil","Mr. Robert Briscoe","Robert Briscoe",NA,"Briscoe",0,2,"Deputy Briscoe","Deputy Robert Briscoe"
"1392",8,"Fine Gael","Mr. Martin Nally","Martin Nally",NA,"Nally",0,2,"Deputy Nally","Deputy Martin Nally"
"1393",8,"Cumann na nGaedhael","Mr. William Desmond","William Desmond",NA,"Desmond",0,2,"Deputy Desmond","Deputy William Desmond"
"1394",8,"Fianna Fáil","Mr. James Victory","James Victory",NA,"Victory",0,2,"Deputy Victory","Deputy James Victory"
"1395",8,"Fine Gael","Mr. Michael Brennan","Michael Brennan",NA,"Brennan",0,2,"Deputy Brennan","Deputy Michael Brennan"
"1396",8,"Fianna Fáil","Mr. Séamus Moore","Séamus Moore",NA,"Moore",0,2,"Deputy Moore","Deputy Séamus Moore"
"1397",8,"Sinn Féin","Mr. Desmond FitzGerald","Desmond FitzGerald",NA,"FitzGerald",0,2,"Deputy FitzGerald","Deputy Desmond FitzGerald"
"1398",8,"The Labour Party","Mr. Michael Keyes","Michael Keyes",NA,"Keyes",0,2,"Deputy Keyes","Deputy Michael Keyes"
"1399",8,"Independent","Mr. Alexander Haslett","Alexander Haslett",NA,"Haslett",0,2,"Deputy Haslett","Deputy Alexander Haslett"
"1400",8,"Fianna Fáil","Mr. Daniel Breen","Daniel Breen",NA,"Breen",0,2,"Deputy Breen","Deputy Daniel Breen"
"1401",8,"Fianna Fáil","Mr. Mark (Snr.) Killilea","Mark Killilea",NA,"Killilea",0,2,"Deputy Killilea","Deputy Mark Killilea"
"1402",8,"Fine Gael","Mr. John Keating","John Keating",NA,"Keating",0,2,"Deputy Keating","Deputy John Keating"
"1403",8,"Fianna Fáil","Mr. Patrick Kehoe","Patrick Kehoe",NA,"Kehoe",0,2,"Deputy Kehoe","Deputy Patrick Kehoe"
"1404",8,"Fianna Fáil","Mr. Patrick Smith","Patrick Smith",NA,"Smith",0,2,"Deputy Smith","Deputy Patrick Smith"
"1405",8,"Fianna Fáil","Mr. Thomas Derrig","Thomas Derrig",NA,"Derrig",0,2,"Deputy Derrig","Deputy Thomas Derrig"
"1406",8,"Fianna Fáil","Mr. Gerald Bartley","Gerald Bartley",NA,"Bartley",0,2,"Deputy Bartley","Deputy Gerald Bartley"
"1407",8,"Fianna Fáil","Mr. Gerald Boland","Gerald Boland",NA,"Boland",0,2,"Deputy Boland","Deputy Gerald Boland"
"1408",8,"Fianna Fáil","Mr. Cormac Breathnach","Cormac Breathnach",NA,"Breathnach",0,2,"Deputy Breathnach","Deputy Cormac Breathnach"
"1409",8,"Fine Gael","Mr. Charles Fagan","Charles Fagan",NA,"Fagan",0,2,"Deputy Fagan","Deputy Charles Fagan"
"1410",8,"Farmers Party","Mr. Richard Holohan","Richard Holohan",NA,"Holohan",0,2,"Deputy Holohan","Deputy Richard Holohan"
"1411",8,"Fianna Fáil","Mr. Thomas Hales","Thomas Hales",NA,"Hales",0,2,"Deputy Hales","Deputy Thomas Hales"
"1412",8,"Fianna Fáil","Mr. Eamonn Cooney","Eamonn Cooney",NA,"Cooney",0,2,"Deputy Cooney","Deputy Eamonn Cooney"
"1413",8,"Fianna Fáil","Mr. James Geoghegan","James Geoghegan",NA,"Geoghegan",0,2,"Deputy Geoghegan","Deputy James Geoghegan"
"1414",8,"Cumann na nGaedhael","Mr. Bartholomew O'Connor","Bartholomew O'Connor",NA,"O'Connor",0,2,"Deputy O'Connor","Deputy Bartholomew O'Connor"
"1415",8,"Fine Gael","Mr. James Reidy","James Reidy",NA,"Reidy",0,2,"Deputy Reidy","Deputy James Reidy"
"1416",8,"Centre Party","Mr. John Finlay","John Finlay",NA,"Finlay",0,2,"Deputy Finlay","Deputy John Finlay"
"1417",8,"Cumann na nGaedhael","Mr. Dermot (Gun) O'Mahony","Dermot O'Mahony","Gun","O'Mahony",0,2,"Deputy O'Mahony","Deputy Dermot O'Mahony"
"1418",8,"Independent","Sir James Craig","James Craig",NA,"Craig",0,2,"Deputy Craig","Deputy James Craig"
"1419",8,"Cumann na nGaedhael","Mr. James Morrisroe","James Morrisroe",NA,"Morrisroe",0,2,"Deputy Morrisroe","Deputy James Morrisroe"
"1420",8,"Sinn Féin","Mr. Fionán Lynch","Fionán Lynch",NA,"Lynch",0,2,"Deputy Lynch","Deputy Fionán Lynch"
"1421",8,"Fianna Fáil","Mr. Eamon Kissane","Eamon Kissane",NA,"Kissane",0,2,"Deputy Kissane","Deputy Eamon Kissane"
"1422",8,"Fianna Fáil","Mr. Thomas Dowdall","Thomas Dowdall",NA,"Dowdall",0,2,"Deputy Dowdall","Deputy Thomas Dowdall"
"1423",8,"Sinn Féin","Mr. Joseph O'Doherty","Joseph O'Doherty",NA,"O'Doherty",0,2,"Deputy O'Doherty","Deputy Joseph O'Doherty"
"1424",8,"Fianna Fáil","Mr. Neal Blaney","Neal Blaney",NA,"Blaney",0,2,"Deputy Blaney","Deputy Neal Blaney"
"1425",8,"Fianna Fáil","Mrs. Helena Concannon","Helena Concannon",NA,"Concannon",0,2,"Deputy Concannon","Deputy Helena Concannon"
"1426",8,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",0,2,"Deputy Walsh","Deputy Richard Walsh"
"1427",8,"Fianna Fáil","Mr. Oscar Traynor","Oscar Traynor",NA,"Traynor",0,2,"Deputy Traynor","Deputy Oscar Traynor"
"1428",8,"Sinn Féin","Mr. Daniel Corkery","Daniel Corkery",NA,"Corkery",0,2,"Deputy Corkery","Deputy Daniel Corkery"
"1429",8,"Fianna Fáil","Mr. Seán Moylan","Seán Moylan",NA,"Moylan",0,2,"Deputy Moylan","Deputy Seán Moylan"
"1430",8,"Fianna Fáil","Mr. Patrick Houlihan","Patrick Houlihan",NA,"Houlihan",0,2,"Deputy Houlihan","Deputy Patrick Houlihan"
"1431",8,"Fine Gael","Mr. Patrick Daly","Patrick Daly",NA,"Daly",0,2,"Deputy Daly","Deputy Patrick Daly"
"1432",8,"Fianna Fáil","Mr. Thomas Harris","Thomas Harris",NA,"Harris",0,2,"Deputy Harris","Deputy Thomas Harris"
"1433",8,"Fianna Fáil","Mr. Patrick Beegan","Patrick Beegan",NA,"Beegan",0,2,"Deputy Beegan","Deputy Patrick Beegan"
"1434",8,"Fianna Fáil","Mr. Michael Sheridan","Michael Sheridan",NA,"Sheridan",0,2,"Deputy Sheridan","Deputy Michael Sheridan"
"1435",8,"Fianna Fáil","Mr. Seán Hayes","Seán Hayes",NA,"Hayes",0,2,"Deputy Hayes","Deputy Seán Hayes"
"1436",8,"Fianna Fáil","Mr. Andrew Fogarty","Andrew Fogarty",NA,"Fogarty",0,2,"Deputy Fogarty","Deputy Andrew Fogarty"
"1437",8,"Farmers Party","Mr. Richard Wilson","Richard Wilson",NA,"Wilson",0,2,"Deputy Wilson","Deputy Richard Wilson"
"1438",8,"Fianna Fáil","Mr. Hugh Doherty","Hugh Doherty",NA,"Doherty",0,2,"Deputy Doherty","Deputy Hugh Doherty"
"1439",8,"Sinn Féin","Mr. Michael Kilroy","Michael Kilroy",NA,"Kilroy",0,2,"Deputy Kilroy","Deputy Michael Kilroy"
"1440",8,"Fianna Fáil","Mr. Eamonn Corbett","Eamonn Corbett",NA,"Corbett",0,2,"Deputy Corbett","Deputy Eamonn Corbett"
"1441",8,"Fianna Fáil","Mr. Denis Allen","Denis Allen",NA,"Allen",0,2,"Deputy Allen","Deputy Denis Allen"
"1442",8,"Fianna Fáil","Mr. Martin Niland","Martin Niland",NA,"Niland",0,2,"Deputy Niland","Deputy Martin Niland"
"1443",9,"The Labour Party","Mr. William Norton","William Norton",NA,"Norton",0,2,"Deputy Norton","Deputy William Norton"
"1444",9,"Sinn Féin","Mr. Frank Fahy","Frank Fahy",NA,"Fahy",0,2,"Deputy Fahy","Deputy Frank Fahy"
"1445",9,"Fianna Fáil","Mr. Thomas (Snr.) McEllistrim","Thomas McEllistrim",NA,"McEllistrim",0,2,"Deputy McEllistrim","Deputy Thomas McEllistrim"
"1446",9,"Fianna Fáil","Mr. Micheál Clery","Micheál Clery",NA,"Clery",0,2,"Deputy Clery","Deputy Micheál Clery"
"1447",9,"The Labour Party","Mr. Richard Corish","Richard Corish",NA,"Corish",0,2,"Deputy Corish","Deputy Richard Corish"
"1448",9,"Cumann na nGaedhael","Mr. Daniel O'Leary","Daniel O'Leary",NA,"O'Leary",0,2,"Deputy O'Leary","Deputy Daniel O'Leary"
"1449",9,"The Labour Party","Mr. William O'Brien","William O'Brien",NA,"O'Brien",0,2,"Deputy O'Brien","Deputy William O'Brien"
"1450",9,"Fine Gael","Mr. Eamonn O'Neill","Eamonn O'Neill",NA,"O'Neill",0,2,"Deputy O'Neill","Deputy Eamonn O'Neill"
"1451",9,"The Labour Party","Mr. William Davin","William Davin",NA,"Davin",0,2,"Deputy Davin","Deputy William Davin"
"1452",9,"The Labour Party","Mr. Patrick Hogan","Patrick Hogan",NA,"Hogan",0,2,"Deputy Hogan","Deputy Patrick Hogan"
"1453",9,"Sinn Féin","Mr. Seán MacEntee","Seán MacEntee",NA,"MacEntee",0,2,"Deputy MacEntee","Deputy Seán MacEntee"
"1454",9,"Fine Gael","Mr. Patrick McGovern (Gregory)","Patrick McGovern ","Gregory","McGovern",0,2,"Deputy McGovern","Deputy Patrick McGovern "
"1455",9,"Fianna Fáil","Mr. Patrick Smith","Patrick Smith",NA,"Smith",0,2,"Deputy Smith","Deputy Patrick Smith"
"1456",9,"Fianna Fáil","Mr. Frank Aiken","Frank Aiken",NA,"Aiken",0,2,"Deputy Aiken","Deputy Frank Aiken"
